Area,Topic,Type,Title,Text,Link
3,  Rendering Techniques,Paper,SparseLeap: Efficient Empty Space Skipping for Large-Scale Volume Rendering,"Recent advances in data acquisition produce volume data of very high resolution and large size, such as terabyte-sized microscopy volumes. These data often contain many fine and intricate structures, which pose huge challenges for volume rendering, and make it particularly important to efficiently skip empty space. This paper addresses two major challenges: (1) The complexity of large volumes containing fine structures often leads to highly fragmented space subdivisions that make empty regions hard to skip efficiently. (2) The classification of space into empty and non-empty regions changes frequently, because the user or the evaluation of an interactive query activate a different set of objects, which makes it unfeasible to pre-compute a well-adapted space subdivision. We describe the novel SparseLeap method for efficient empty space skipping in very large volumes, even around fine structures. The main performance characteristic of SparseLeap is that it moves the major cost of empty space skipping out of the ray-casting stage. We achieve this via a hybrid strategy that balances the computational load between determining empty ray segments in a rasterization (object-order) stage, and sampling non-empty volume data in the ray-casting (image-order) stage. Before ray-casting, we exploit the fast hardware rasterization of GPUs to create a ray segment list for each pixel, which identifies non-empty regions along the ray. The ray-casting stage then leaps over empty space without hierarchy traversal. Ray segment lists are created by rasterizing a set of fine-grained, view-independent bounding boxes. Frame coherence is exploited by re-using the same bounding boxes unless the set of active objects changes. We show that SparseLeap scales better to large, sparse data than standard octree empty space skipping.",https://pubmed.ncbi.nlm.nih.gov/28866532/
3,  Lighting and Shading Models,Paper,Correlated Photon Mapping for Interactive Global Illumination of Time-Varying Volumetric Data,"We present a method for interactive global illumination of both static and time-varying volumetric data based on reduction of the overhead associated with re-computation of photon maps. Our method uses the identification of photon traces invariant to changes of visual parameters such as the transfer function (TF), or data changes between time-steps in a 4D volume. This lets us operate on a variant subset of the entire photon distribution. The amount of computation required in the two stages of the photon mapping process, namely tracing and gathering, can thus be reduced to the subset that are affected by a data or visual parameter change. We rely on two different types of information from the original data to identify the regions that have changed. A low resolution uniform grid containing the minimum and maximum data values of the original data is derived for each time step. Similarly, for two consecutive time-steps, a low resolution grid containing the difference between the overlapping data is used. We show that this compact metadata can be combined with the transfer function to identify the regions that have changed. Each photon traverses the low-resolution grid to identify if it can be directly transferred to the next photon distribution state or if it needs to be recomputed. An efficient representation of the photon distribution is presented leading to an order of magnitude improved performance of the raycasting step. The utility of the method is demonstrated in several examples that show visual fidelity, as well as performance. The examples show that visual quality can be retained when the fraction of retraced photons is as low as 40%-50%.",https://pubmed.ncbi.nlm.nih.gov/27514045/
3,  Placement Techniques,Paper,Hola: Human-like orthogonal network layout,"Over the last 50 years a wide variety of automatic network layout algorithms have been developed. Some are fast heuristictechniques suitable for networks with hundreds of thousands of nodes while others are multi-stage frameworks for higher-quality layoutof smaller networks. However, despite decades of research currently no algorithm produces layout of comparable quality to that ofa human. We give a new “human-centred” methodology for automatic network layout algorithm design that is intended to overcomethis deficiency. User studies are first used to identify the aesthetic criteria algorithms should encode, then an algorithm is developedthat is informed by these criteria and finally, a follow-up study evaluates the algorithm output. We have used this new methodology todevelop an automatic orthogonal network layout method, HOLA, that achieves measurably better (by user study) layout than the bestavailable orthogonal layout algorithm and which produces layouts of comparable quality to those produced by hand.",https://ialab.it.monash.edu/~dwyer/papers/hola2015.pdf
3,  Other Synthesis Techniques,Paper,Activity Sculptures: Exploring the Impact of Physical Visualizations on Running Activity,"Data sculptures are a promising type of visualizations in which data is given a physical form. In the past, they have mostly been used for artistic, communicative or educational purposes, and designers of data sculptures argue that in such situations, physical visualizations can be more enriching than pixel-based visualizations. We present the design of Activity Sculptures: data sculptures of running activity. In a three-week field study we investigated the impact of the sculptures on 14 participants' running activity, the personal and social behaviors generated by the sculptures, as well as participants' experiences when receiving these individual physical tokens generated from the specific data of their runs. The physical rewards generated curiosity and personal experimentation but also social dynamics such as discussion on runs or envy/competition. We argue that such passive (or calm) visualizations can complement nudging and other mechanisms of persuasion with a more playful and reflective look at ones' activity.",https://pubmed.ncbi.nlm.nih.gov/26356934/
3,  Other Synthesis Techniques,Paper,SonifEye: Sonification of Visual Information Using Physical Modeling Sound Synthesis,"Sonic interaction as a technique for conveying information has advantages over conventional visual augmented reality methods specially when augmenting the visual field with extra information brings distraction. Sonification of knowledge extracted by applying computational methods to sensory data is a well-established concept. However, some aspects of sonic interaction design such as aesthetics, the cognitive effort required for perceiving information, and avoiding alarm fatigue are not well studied in literature. In this work, we present a sonification scheme based on employment of physical modeling sound synthesis which targets focus demanding tasks requiring extreme precision. Proposed mapping techniques are designed to require minimum training for users to adapt to and minimum mental effort to interpret the conveyed information. Two experiments are conducted to assess the feasibility of the proposed method and compare it against visual augmented reality in high precision tasks. The observed quantitative results suggest that utilizing sound patches generated by physical modeling achieve the desired goal of improving the user experience and general task performance with minimal training.",https://ieeexplore.ieee.org/document/8007327
4,Area 4,Description,,"This area focuses on the design of visual representations and interaction techniques for different types of data, users, and visualization tasks. In principle, the data concerned can be of any data types, such as spatial or non-spatial; continuous or discrete; statistic, temporal or streaming; numerical, textual or imagery, etc. The user concerned can be from any user groups (e.g., scientists, scholars, students, analysts, administrators, or the general public) and of any level of visualization literacy and skills. The tasks concerned can be of any operational needs, such as effective information dissemination, rapid data observation, and explorative information seeking. The visual representations concerned can be of elementary encoding (e.g., visual channels, statistical graphics) as well as complex visual mapping (e.g., spatiotemporal data visualization and coordinated multiple views), and can be in visual as well as non-visual forms for enabling visualization via different human sensory devices. The interaction techniques can be based on traditional WIMP (windows, icons, menus, and pointers) and direct manipulation. Papers submitted to this area are normally expected to emphasize their novel contributions in terms of the design of visual representations and interaction techniques, while the work may also discuss the related hardware and software components for data transformation, image synthesis and displays, interaction, and immersion (see also Areas 3 and 5).",
4,  Visual Channels,Description,,"geometric channels (e.g., location, size, orientation, shape, etc.), optical channels (e.g., color, opacity, shading, motion, etc.), topological and relational channels (e.g., connection, overlapping, etc.), and semantic channels (e.g., number, text, glyph, etc.).",
4,  Visual Representations,Description,,"for textual data, tabular data, relational data (e.g., hierarchy, tree, set, graph/network), geospatial data, temporal data, imagery data, geometric data (mesh-, point-, line-, curve-based data), field-based data (e.g., volumetric, vector, and tensor field), corpus data, multi-type data, uncertain and missing data, models, functions, and procedures (e.g., algorithms and software), etc. in raw, filtered, or transformed (e.g., aggregated) form.",
4,  Interaction Techniques,Description,,"UI design for visualization, zoom and navigation, magic lens, query-based exploration, direct manipulation, interactive deformation,natural interaction, user-adaptive interaction,  interoperation between interaction and visualization tasks, editing tools, collaborative visualization, etc.",
4,  Visual Communication Techniques,Description,,"focus+context design, illustrative and explanatory visualization, stylized visual representations, storytelling and narrative visualization, textual annotation for visualization, etc.",
4,  Intelligent Visualization and Interaction,Description,,"Automated visualization generation, mixed-initiative visual interaction, learning UI models for automated capabilities in visualization systems.",
4,  Technical Discourses on Visual Representations and Interaction Techniques,Description,,"visual and interactional metaphors, scalability of visual mapping, and interaction costs, 2D vs. 3D representations, static vs. animated representations, visualization literacy, etc.",
4,  Visual Channels,Paper,"The Good, the Bad, and the Ugly: A Theoretical Framework for the Assessment of Continuous Colormaps","A myriad of design rules for what constitutes a “good” colormap can be found in the literature. Some common rules include order, uniformity, and high discriminative power. However, the meaning of many of these terms is often ambiguous or open to interpretation. At times, different authors may use the same term to describe different concepts or the same rule is described by varying nomenclature. These ambiguities stand in the way of collaborative work, the design of experiments to assess the characteristics of colormaps, and automated colormap generation. In this paper, we review current and historical guidelines for colormap design. We propose a specified taxonomy and provide unambiguous mathematical definitions for the most common design rules.",https://ieeexplore.ieee.org/document/8017653
4,  Visual Representations,Paper,Time curves: Folding time to visualize patterns of temporal evolution in data,"We introduce time curves as a general approach for visualizing patterns of evolution in temporal data. Examples of such patterns include slow and regular progressions, large sudden changes, and reversals to previous states. These patterns can be of interest in a range of domains, such as collaborative document editing, dynamic network analysis, and video analysis. Time curves employ the metaphor of folding a timeline visualization into itself so as to bring similar time points close to each other. This metaphor can be applied to any dataset where a similarity metric between temporal snapshots can be defined, thus it is largely datatype-agnostic. We illustrate how time curves can visually reveal informative patterns in a range of different datasets.",https://pubmed.ncbi.nlm.nih.gov/26529718/
4,  Interaction Techniques,Paper,Applying Pragmatics Principles for Interaction with Visual Analytics.,"Interactive visual data analysis is most productive when users can focus on answering the questions they have about their data, rather than focusing on how to operate the interface to the analysis tool. One viable approach to engaging users in interactive conversations with their data is a natural language interface to visualizations. These interfaces have the potential to be both more expressive and more accessible than other interaction paradigms. We explore how principles from language pragmatics can be applied to the flow of visual analytical conversations, using natural language as an input modality. We evaluate the effectiveness of pragmatics support in our system Evizeon, and present design considerations for conversation interfaces to visual analytics tools.",https://pubmed.ncbi.nlm.nih.gov/28866554/
4,  Visual Communication Techniques,Paper,Timelines Revisited: A Design Space and Considerations for Expressive Storytelling,"There are many ways to visualize event sequences as timelines. In a storytelling context where the intent is to convey multiple narrative points, a richer set of timeline designs may be more appropriate than the narrow range that has been used for exploratory data analysis by the research community. Informed by a survey of 263 timelines, we present a design space for storytelling with timelines that balances expressiveness and effectiveness, identifying 14 design choices characterized by three dimensions: representation, scale, and layout. Twenty combinations of these choices are viable timeline designs that can be matched to different narrative points, while smooth animated transitions between narrative points allow for the presentation of a cohesive story, an important aspect of both interactive storytelling and data videos. We further validate this design space by realizing the full set of viable timeline designs and transitions in a proof-of-concept sandbox implementation that we used to produce seven example timeline stories. Ultimately, this work is intended to inform and inspire the design of future tools for storytelling with timelines.",https://pubmed.ncbi.nlm.nih.gov/28113509/
4,  Intelligent Visualization and Interaction,Paper,A Grammar-based Approach for Modeling User Interactions and Generating Suggestions During the Data Exploration Process.,"Despite the recent popularity of visual analytics focusing on big data, little is known about how to support users that use visualization techniques to explore multi-dimensional datasets and accomplish specific tasks. Our lack of models that can assist end-users during the data exploration process has made it challenging to learn from the user's interactive and analytical process. The ability to model how a user interacts with a specific visualization technique and what difficulties they face are paramount in supporting individuals with discovering new patterns within their complex datasets. This paper introduces the notion of visualization systems understanding and modeling user interactions with the intent of guiding a user through a task thereby enhancing visual data exploration. The challenges faced and the necessary future steps to take are discussed; and to provide a working example, a grammar-based model is presented that can learn from user interactions, determine the common patterns among a number of subjects using a K-Reversible algorithm, build a set of rules, and apply those rules in the form of suggestions to new users with the goal of guiding them along their visual analytic process. A formal evaluation study with 300 subjects was performed showing that our grammar-based model is effective at capturing the interactive process followed by users and that further research in this area has the potential to positively impact how users interact with a visualization system.",https://pubmed.ncbi.nlm.nih.gov/27514057/
4,  Intelligent Visualization and Interaction,Paper,Visualization by Demonstration: An Interaction Paradigm for Visual Data Exploration,"Although data visualization tools continue to improve, during the data exploration process many of them require users to manually specify visualization techniques, mappings, and parameters. In response, we present the Visualization by Demonstration paradigm, a novel interaction method for visual data exploration. A system which adopts this paradigm allows users to provide visual demonstrations of incremental changes to the visual representation. The system then recommends potential transformations (Visual Representation, Data Mapping, Axes, and View Specification transformations) from the given demonstrations. The user and the system continue to collaborate, incrementally producing more demonstrations and refining the transformations, until the most effective possible visualization is created. As a proof of concept, we present VisExemplar, a mixed-initiative prototype that allows users to explore their data by recommending appropriate transformations in response to the given demonstrations.",https://pubmed.ncbi.nlm.nih.gov/27875149/
4,  Technical Discourses,Paper,Active Reading of Visualizations.,"We investigate whether the notion of active reading for text might be usefully applied to visualizations. Through a qualitative study we explored whether people apply observable active reading techniques when reading paper-based node-link visualizations. Participants used a range of physical actions while reading, and from these we synthesized an initial set of active reading techniques for visualizations. To learn more about the potential impact such techniques may have on visualization reading, we implemented support for one type of physical action from our observations (making freeform marks) in an interactive node-link visualization. Results from our quantitative study of this implementation show that interactive support for active reading techniques can improve the accuracy of performing low-level visualization tasks. Together, our studies suggest that the active reading space is ripe for research exploration within visualization and can lead to new interactions that make for a more flexible and effective visualization reading experience.",https://ieeexplore.ieee.org/document/8017606
5,Area 5,Description,,"This area focuses on the algorithms and techniques that transform data from one form to another to enable effective and efficient visual mapping as required by the intended visual representations. In principle, the source and destination data can be of any data types, such as spatial or non-spatial; continue or discrete; statistical, temporal or streaming; numerical, textual or imagery, etc. Such data transformation, which may sometimes be referred to as wrangling or munging in some other fields, may include extracting information from the source data (e.g., surface extraction from volume data, and network construction from textual data), integrating data from different sources (e.g., multi-modality registration), reorganizing data for efficient processing (e.g., hierarchical data representations), enriching data with additional information and functions (e.g., uncertainty analysis and label generation), and improving data quality and usability (e.g., data cleansing). Papers submitted to this area are normally expected to emphasize their novel contributions in terms of the algorithms and techniques for data transformation, while the work may also discuss the intended visual representations and their generation (see also Areas 3 and 4).",
5,  Information Extraction and Data Abstraction,Description,,"keyword extraction, metadata extraction, surface extraction, feature extraction, pattern recognition, structural and semantic analysis, skeletonization, spatial abstraction, topological abstraction, temporal feature tracking, multi-material interfaces, etc.",
5,  Data Integration,Description,,"multi-modality, multi-stage, and multi-level data registration, spatial and non-spatial data integration, multi-field representations, etc.",
5,  Data Reorganization,Description,,"voxelization, triangularization, multi-resolution sampling and representations (e.g., discrete sampling, volumetric lattices, wavelet representations), spatial partitioning (e.g., octree, k-d tree, bounding volume), data segmentation, compressed data representations, frequency-domain representations, databases for query-based visualization, etc.",
5,  Data Enrichment,Description,,"uncertainty analysis, deformable models, label generation, spatialization, etc.",
5,  Data Wrangling and Improvement,Description,,"data wrangling, data re-shaping, data cleaning, data editing, data smoothing, and data modelling.",
5,  Mathematical Frameworks for Data Transformation,Description,,"numerical analysis, computational geometry, topological analysis, graph theory, statistical analysis, probability theory, information theory, dimensionality reduction, etc.",
5,  Machine Learning for Data Transformation,Description,,"automated discovery of data models and data transformation algorithms for visualization, learning-based parameter optimization of data models and data transformation algorithms for visualization, etc.",
5,  Technical Discourses on Data Processing and Management in Visualization,Description,,"feature specification, data provenance, processing provenance, interactive processing, data synthesis, quality assurance, etc.",
5,  Information Extraction and Data Abstraction,Paper,Jacobi Fiber Surfaces for Bivariate Reeb Space Computation,"This paper presents an efficient algorithm for the computation of the Reeb space of an input bivariate piecewise linear scalar function f defined on a tetrahedral mesh. By extending and generalizing algorithmic concepts from the univariate case to the bivariate one, we report the first practical, output-sensitive algorithm for the exact computation of such a Reeb space. The algorithm starts by identifying the Jacobi set of f, the bivariate analogs of critical points in the univariate case. Next, the Reeb space is computed by segmenting the input mesh along the new notion of Jacobi Fiber Surfaces, the bivariate analog of critical contours in the univariate case. We additionally present a simplification heuristic that enables the progressive coarsening of the Reeb space. Our algorithm is simple to implement and most of its computations can be trivially parallelized. We report performance numbers demonstrating orders of magnitude speedups over previous approaches, enabling for the first time the tractable computation of bivariate Reeb spaces in practice. Moreover, unlike range-based quantization approaches (such as the Joint Contour Net), our algorithm is parameter-free. We demonstrate the utility of our approach by using the Reeb space as a semi-automatic segmentation tool for bivariate data. In particular, we introduce continuous scatterplot peeling, a technique which enables the reduction of the cluttering in the continuous scatterplot, by interactively selecting the features of the Reeb space to project. We provide a VTK-based C++ implementation of our algorithm that can be used for reproduction purposes or for the development of new Reeb space based visualization techniques.",https://pubmed.ncbi.nlm.nih.gov/27875209/
5,  Data Integration,Paper,Orko: Facilitating Multimodal Interaction for Visual Network Exploration and Analysis,"Data visualization systems have predominantly been developed for WIMP-based direct manipulation interfaces.  Only re-cently have other forms of interaction begun to appear, such as natural language or touch-based interaction, though usually operatingonly independently.  Prior evaluations of natural language interfaces for visualization have indicated potential value in combining di-rect manipulation and natural language as complementary interaction techniques.  We hypothesize that truly multimodal interfacesfor visualization, those providing users with freedom of expression via both natural language and touch-based direct manipulationinput, may provide an effective and engaging user experience.  Unfortunately, however, little work has been done in exploring suchmultimodal visualization interfaces. To address this gap, we have created an architecture and a prototype visualization system calledOrko that facilitates both natural language and direct manipulation input. Specifically, Orko focuses on the domain of network visual-ization, one that has largely relied on WIMP-based interfaces and direct manipulation interaction, and has little or no prior researchexploring natural language interaction. We report results from an initial evaluation study of Orko, and use our observations to discussopportunities and challenges for future work in multimodal network visualization interfaces.",https://www.cc.gatech.edu/~stasko/papers/infovis17-orko.pdf
5,  Data Wrangling and Improvement,Paper,Origraph: Interactive Network Wrangling.,"Networks are a natural way of thinking about many datasets. The data on which a network is based, however, is rarely collected in a form that suits the analysis process, making it necessary to create and reshape networks. Data wrangling is widely acknowledged to be a critical part of the data analysis pipeline, yet interactive network wrangling has received little attention in the visualization research community. In this paper, we discuss a set of operations that are important for wrangling network datasets and introduce a visual data wrangling tool, Origraph, that enables analysts to apply these operations to their datasets. Key operations include creating a network from source data such as tables, reshaping a network by introducing new node or edge classes, filtering nodes or edges, and deriving new node or edge attributes. Our tool, Origraph, enables analysts to execute these operations with little to no programming, and to immediately visualize the results. Origraph provides views to investigate the network model, a sample of the network, and node and edge attributes. In addition, we introduce interfaces designed to aid analysts in specifying arguments for sensible network wrangling operations. We demonstrate the usefulness of Origraph in two Use Cases: first, we investigate gender bias in the film industry, and then the influence of money on the political support for the war in Yemen.",https://vdl.sci.utah.edu/publications/2019_vast_origraph/
5,  Data Reorganization,Paper,Multiscale Visualization and Scale-Adaptive Modification of DNA Nanostructures.,"We present an approach to represent DNA nanostructures in varying forms of semantic abstraction, describe ways to smoothly transition between them, and thus create a continuous multiscale visualization and interaction space for applications in DNA nanotechnology. This new way of observing, interacting with, and creating DNA nanostructures enables domain experts to approach their work in any of the semantic abstraction levels, supporting both low-level manipulations and high-level visualization and modifications. Our approach allows them to deal with the increasingly complex DNA objects that they are designing, to improve their features, and to add novel functions in a way that no existing single-scale approach offers today. For this purpose we collaborated with DNA nanotechnology experts to design a set of ten semantic scales. These scales take the DNA's chemical and structural behavior into account and depict it from atoms to the targeted architecture with increasing levels of abstraction. To create coherence between the discrete scales, we seamlessly transition between them in a well-defined manner. We use special encodings to allow experts to estimate the nanoscale object's stability. We also add scale-adaptive interactions that facilitate the intuitive modification of complex structures at multiple scales. We demonstrate the applicability of our approach on an experimental use case. Moreover, feedback from our collaborating domain experts confirmed an increased time efficiency and certainty for analysis and modification tasks on complex DNA structures. Our method thus offers exciting new opportunities with promising applications in medicine and biotechnology.",https://pubmed.ncbi.nlm.nih.gov/28866510/
5,  Data Enrichment,Paper,Uncertainty Visualization Using Copula-Based Analysis in Mixed Distribution Models,"Distributions are often used to model uncertainty in many scientific datasets. To preserve the correlation among thespatially sampled grid locations in the dataset, various standard multivariate distribution models have been proposed in visualizationliterature. These models treat each grid location as a univariate random variable which models the uncertainty at that location. Standardmultivariate distributions (both parametric and nonparametric) assume that all the univariate marginals are of the same type/family ofdistribution. But in reality, different grid locations show different statistical behavior which may not be modeled best by the same type ofdistribution. In this paper, we propose a new multivariate uncertainty modeling strategy to address the needs of uncertainty modelingin scientific datasets. Our proposed method is based on a statistically sound multivariate technique calledCopula, which makes itpossible to separate the process of estimating the univariate marginals and the process of modeling dependency, unlike the standardmultivariate distributions. The modeling flexibility offered by our proposed method makes it possible to design distribution fields whichcan have different types of distribution (Gaussian, Histogram, KDE etc.) at the grid locations, while maintaining the correlation structureat the same time. Depending on the results of various standard statistical tests, we can choose an optimal distribution representation ateach location, resulting in a more cost efficient modeling without significantly sacrificing on the analysis quality. To demonstrate theefficacy of our proposed modeling strategy, we extract and visualize uncertain features like isocontours and vortices in various realworld datasets. We also study various modeling criterion to help users in the task of univariate model selection.",https://subhashis.github.io/papers/copula-2018.pdf
5,  Mathematical Frameworks for Data Transformation,Paper,On the Treatment of Field Quantities and Elemental Continuity in FEM Solutions.,"As the finite element method (FEM) and the finite volume method (FVM), both traditional and high-order variants, continue their proliferation into various applied engineering disciplines, it is important that the visualization techniques and corresponding data analysis tools that act on the results produced by these methods faithfully represent the underlying data. To state this in another way: the interpretation of data generated by simulation needs to be consistent with the numerical schemes that underpin the specific solver technology. As the verifiable visualization literature has demonstrated: visual artifacts produced by the introduction of either explicit or implicit data transformations, such as data resampling, can sometimes distort or even obfuscate key scientific features in the data. In this paper, we focus on the handling of elemental continuity, which is often only continuous or piecewise discontinuous, when visualizing primary or derived fields from FEM or FVM simulations. We demonstrate that traditional data handling and visualization of these fields introduce visual errors. In addition, we show how the use of the recently proposed line-SIAC filter provides a way of handling elemental continuity issues in an accuracy-conserving manner with the added benefit of casting the data in a smooth context even if the representation is element discontinuous.",https://pubmed.ncbi.nlm.nih.gov/28866517/
5,  Technical Discourses on Data Processing and Management in Visualization,Paper,Rotation Invariant Vortices for Flow Visualization,"We propose a new class of vortex definitions for flows that are induced by rotating mechanical parts, such as stirring devices, helicopters, hydrocyclones, centrifugal pumps, or ventilators. Instead of a Galilean invariance, we enforce a rotation invariance, i.e., the invariance of a vortex under a uniform-speed rotation of the underlying coordinate system around a fixed axis. We provide a general approach to transform a Galilean invariant vortex concept to a rotation invariant one by simply adding a closed form matrix to the Jacobian. In particular, we present rotation invariant versions of the well-known Sujudi-Haimes, Lambda-2, and Q vortex criteria. We apply them to a number of artificial and real rotating flows, showing that for these cases rotation invariant vortices give better results than their Galilean invariant counterparts.",https://pubmed.ncbi.nlm.nih.gov/26390472/
6,Area 6,Description,,"This area focuses on the design and optimization of integrated workflows for visual data analysis, knowledge discovery, decision support, machine learning, and other data intelligence tasks. It typically addresses technical problems that cannot be solved using solely machine-centric processes (e.g., statistics and algorithms) or solely human-centric processes (e.g., visualization and interaction). It may also address the need for using interactive visualization to improve the trust, interpretability, understanding of machine-centric processes and their underlying models and need for data intelligence workflows to benefit from theoretical models and empirical findings in cognition, e.g., in areas such as distributed, embodied, and enactive cognition. Hence papers submitted to this area are normally expected to feature an integrated approach. This area includes visualizations and visual analytic tools that show these models, or leverage them heavily for producing the visualization.",
6,"  Integrated Workflows for Information Seeking, Knowledge Discovery, and Decision Making",Description,,"Typical technical problems may include information retrieval, multivariate and semantic search; classification, pattern recognition and clustering; similarity, correlation and causality analysis; spatiotemporal tracking and movement analysis; event and sequence analysis; multimedia data analysis; anomaly and change detection; relationship, association, hierarchy, network and structure analysis; intention and behavior analysis; factor analysis and dimensionality reduction; uncertainty and risk analysis; and so on.",
6,  Integrated Workflows for Machine Learning,Description,,"Typical technical problems may include cleaning and labelling training data; assisting active learning or other semi-automated learning methods; facilitating model testing, evaluation and model comparison; supporting the analysis of learned models and learning processes; enabling model understanding, explanation, refinement, and steering; and monitoring the deployment of machine-learned models as well as other machine-centric processes.",
6,  Workflow Optimization,Description,,"techniques, design patterns, and best practices for designing, developing, evaluating, and improving integrated data intelligence workflows. Methods for analysing and alleviating data biases, machine biases, and human biases.",
6,  Knowledge-assisted Workflows,Description,,"knowledge acquisition, mixed-initiative workflows, real-time guidance and recommendation, provenance management and utilization, post-action review, knowledge sharing, and analyst training in visual data analysis.",
6,"  Integrated Workflows for Information Seeking, Knowledge Discovery, and Decision Making",Paper,TPFlow: Progressive Partition and Multidimensional Pattern Extraction for Large-Scale Spatio-Temporal Data Analysis.,"Consider a multi-dimensional spatio-temporal (ST) dataset where each entry is a numerical measure defined by the corresponding temporal, spatial and other domain-specific dimensions. A typical approach to explore such data utilizes interactive visualizations with multiple coordinated views. Each view displays the aggregated measures along one or two dimensions. By brushing on the views, analysts can obtain detailed information. However, this approach often cannot provide sufficient guidance for analysts to identify patterns hidden within subsets of data. Without a priori hypotheses, analysts need to manually select and iterate through different slices to search for patterns, which can be a tedious and lengthy process. In this work, we model multidimensional ST data as tensors and propose a novel piecewise rank-one tensor decomposition algorithm which supports automatically slicing the data into homogeneous partitions and extracting the latent patterns in each partition for comparison and visual summarization. The algorithm optimizes a quantitative measure about how faithfully the extracted patterns visually represent the original data. Based on the algorithm we further propose a visual analytics framework that supports a top-down, progressive partitioning workflow for level-of-detail multidimensional ST data exploration. We demonstrate the general applicability and effectiveness of our technique on three datasets from different application domains: regional sales trend analysis, customer traffic analysis in department stores, and taxi trip analysis with origin-destination (OD) data. We further interview domain experts to verify the usability of the prototype.",https://pubmed.ncbi.nlm.nih.gov/30136965/
6,"  Integrated Workflows for Information Seeking, Knowledge Discovery, and Decision Making",Paper,A Visual Analytics Approach for Categorical Joint Distribution Reconstruction from Marginal Projections,"Oftentimes multivariate data are not available as sets of equally multivariate tuples, but only as sets of projections into subspaces spanned by subsets of these attributes. For example, one may find data with five attributes stored in six tables of two attributes each, instead of a single table of five attributes. This prohibits the visualization of these data with standard high-dimensional methods, such as parallel coordinates or MDS, and there is hence the need to reconstruct the full multivariate (joint) distribution from these marginal ones. Most of the existing methods designed for this purpose use an iterative procedure to estimate the joint distribution. With insufficient marginal distributions and domain knowledge, they lead to results whose joint errors can be large. Moreover, enforcing smoothness for regularizations in the joint space is not applicable if the attributes are not numerical but categorical. We propose a visual analytics approach that integrates both anecdotal data and human experts to iteratively narrow down a large set of plausible solutions. The solution space is populated using a Monte Carlo procedure which uniformly samples the solution space. A level-of-detail high dimensional visualization system helps the user understand the patterns and the uncertainties. Constraints that narrow the solution space can then be added by the user interactively during the iterative exploration, and eventually a subset of solutions with narrow uncertainty intervals emerges.",https://pubmed.ncbi.nlm.nih.gov/27514059/
6,  Integrated Workflows for Machine Learning,Paper,Visualizing Dataflow Graphs of Deep Learning Models in TensorFlow,"We present a design study of the TensorFlow Graph Visualizer, part of the TensorFlow machine intelligence platform. This tool helps users understand complex machine learning architectures by visualizing their underlying dataflow graphs. The tool works by applying a series of graph transformations that enable standard layout techniques to produce a legible interactive diagram. To declutter the graph, we decouple non-critical nodes from the layout. To provide an overview, we build a clustered graph using the hierarchical structure annotated in the source code. To support exploration of nested structure on demand, we perform edge bundling to enable stable and responsive cluster expansion. Finally, we detect and highlight repeated structures to emphasize a model's modular composition. To demonstrate the utility of the visualizer, we describe example usage scenarios and report user feedback. Overall, users find the visualizer useful for understanding, debugging, and sharing the structures of their models.",https://pubmed.ncbi.nlm.nih.gov/28866562/
6,  Integrated Workflows for Machine Learning,Paper,Supporting Analysis of Dimensionality Reduction Results with Contrastive Learning,"Dimensionality reduction (DR) is frequently used for analyzing and visualizing high-dimensional data as it provides agood first glance of the data. However, to interpret the DR result for gaining useful insights from the data, it would take additionalanalysis effort such as identifying clusters and understanding their characteristics. While there are many automatic methods (e.g.,density-based clustering methods) to identify clusters, effective methods for understanding a cluster’s characteristics are still lacking. Acluster can be mostly characterized by its distribution of feature values. Reviewing the original feature values is not a straightforwardtask when the number of features is large. To address this challenge, we present a visual analytics method that effectively highlightsthe essential features of a cluster in a DR result. To extract the essential features, we introduce an enhanced usage of contrastiveprincipal component analysis (cPCA). Our method, called ccPCA (contrasting clusters in PCA), can calculate each feature’s relativecontribution to thecontrastbetween one cluster and other clusters. With ccPCA, we have created an interactive system including ascalable visualization of clusters’ feature contributions. We demonstrate the effectiveness of our method and system with case studiesusing several publicly available datasets.",https://arxiv.org/pdf/1905.03911.pdf
6,  Workflow Optimization,Paper,Analysis of Flight Variability: a Systematic Approach,"In movement data analysis, there exists a problem of comparing multiple trajectories of moving objects to common ordistinct reference trajectories. We introduce a general conceptual framework for comparative analysis of trajectories and an analyticalprocedure, which consists of (1) finding corresponding points in pairs of trajectories, (2) computation of pairwise difference measures,and (3) interactive visual analysis of the distributions of the differences with respect to space, time, set of moving objects, trajectorystructures, and spatio-temporal context. We propose a combination of visualisation, interaction, and data transformation techniquessupporting the analysis and demonstrate the use of our approach for solving a challenging problem from the aviation domain.",http://geoanalytics.net/and/papers/vast18.pdf
